NaceCode,avg_company_age
14200,19.73
87999,19.67
22230,19.67
90042,19.6
84231,19.57
64201,19.56
59140,19.48
35300,19.46
7100,19.45
1450,19.45
95003,19.44
1240,19.44
84210,19.41
8121,19.38
88103,19.35
46499,19.34
16240,19.31
5100,19.29
90312,19.28
24330,19.25
77220,19.23
1462,19.2
93211,19.15
3220,19.15
47742,19.1
65112,19.09
46460,19.08
10300,19.07
84239,19.06
1301,19.04
38222,19.03
24320,19.03
94999,19.01
8990,18.99
94995,18.97
90041,18.87
1471,18.83
1130,18.77
47620,18.76
38219,18.76
10130,18.76
25910,18.71
46720,18.7
1110,18.7
42919,18.63
46498,18.58
38320,18.57
38330,18.56
65111,18.52
46425,18.51
64923,18.5
66012,18.46
20170,18.44
90311,18.38
85421,18.35
55100,18.35
46480,18.35
37220,18.35
88106,18.33
71122,18.33
46360,18.31
46769,18.29
38220,18.29
47621,18.27
93293,18.26
28910,18.25
45320,18.22
25300,18.22
27402,18.2
52100,18.18
85401,18.14
93291,18.11
7290,18.09
46322,18.08
93292,18.05
93110,18.04
66220,18.02
91042,18.01
47530,17.99
87204,17.98
46742,17.94
46869,17.92
91011,17.9
46381,17.9
10110,17.89
25720,17.87
69209,17.85
47591,17.85
13000,17.82
91420,17.78
46696,17.78
46646,17.78
32500,17.77
50300,17.73
28960,17.72
69201,17.7
46220,17.69
46842,17.61
2200,17.59
45201,17.56
47221,17.55
30300,17.55
25502,17.5
68321,17.49
23120,17.46
14110,17.44
23200,17.4
25731,17.37
47792,17.35
10111,17.35
45112,17.33
47551,17.32
21201,17.29
17290,17.27
46323,17.26
86901,17.24
85209,17.24
55900,17.24
96012,17.23
30310,17.17
46694,17.15
69203,17.11
64921,17.01
35110,17.0
86910,16.89
45111,16.89
25120,16.86
95210,16.85
82910,16.85
95311,16.83
46423,16.82
45113,16.82
46644,16.77
25631,16.77
46349,16.72
25402,16.71
84220,16.69
45194,16.69
84249,16.68
23510,16.65
15200,16.65
68201,16.64
47761,16.63
87302,16.62
30200,16.6
24530,16.6
87209,16.59
27310,16.58
27900,16.57
26110,16.57
46691,16.54
96102,16.53
18120,16.53
46215,16.51
26400,16.5
26800,16.48
88911,16.47
9100,16.45
28130,16.44
77340,16.38
22290,16.36
18140,16.35
85105,16.34
27110,16.34
52249,16.33
25920,16.32
10840,16.32
47791,16.31
86230,16.27
56302,16.26
47783,16.26
88999,16.25
88102,16.23
65200,16.2
35120,16.2
47721,16.14
87909,16.13
68203,16.09
31091,16.09
96021,16.08
46734,16.06
46713,16.06
29202,16.06
96302,16.04
80100,16.02
47811,16.01
46642,16.01
96032,16.0
46500,15.98
1420,15.98
46692,15.97
68311,15.96
10311,15.95
25999,15.93
85591,15.92
52250,15.89
23140,15.89
88104,15.87
46391,15.87
32300,15.87
79110,15.84
73200,15.83
46645,15.82
42110,15.81
30990,15.8
46120,15.78
77120,15.77
45402,15.7
60100,15.67
96910,15.66
93212,15.66
47291,15.66
46695,15.65
31004,15.64
26520,15.64
88991,15.57
69103,15.57
10510,15.56
56301,15.54
1479,15.54
66210,15.52
28250,15.52
46641,15.51
38322,15.51
23430,15.5
68310,15.49
94993,15.47
64110,15.45
96210,15.43
30910,15.39
13950,15.39
33150,15.38
77350,15.36
77320,15.34
46733,15.33
20412,15.32
28296,15.29
46450,15.27
28990,15.27
10730,15.25
49410,15.23
93210,15.21
46834,15.21
47830,15.2
27320,15.18
46697,15.14
47271,15.12
68204,15.08
10712,15.08
27120,15.07
10830,15.07
38210,15.06
1120,15.06
46833,15.04
16210,15.02
88105,15.01
46311,15.0
77399,14.96
85410,14.92
85330,14.92
46493,14.92
94994,14.89
80010,14.89
47191,14.84
25501,14.81
60310,14.8
23620,14.79
2400,14.79
42911,14.78
38221,14.76
52230,14.75
46647,14.75
10860,14.75
88992,14.7
71111,14.7
56290,14.69
22260,14.69
11060,14.67
47410,14.66
77310,14.62
64929,14.61
10820,14.59
47230,14.56
66120,14.55
28490,14.55
47820,14.49
47722,14.49
25620,14.48
10120,14.47
51100,14.4
46211,14.39
46370,14.36
25401,14.35
84112,14.3
77330,14.3
2100,14.29
46752,14.28
1250,14.25
27520,14.17
45191,14.14
46421,14.12
77110,14.11
56220,14.11
47789,14.11
88912,14.1
35130,14.1
66129,14.09
46110,14.07
49500,14.06
38230,14.06
47114,14.05
47639,14.04
4778911,14.03
46711,14.02
46160,14.01
28420,14.01
25991,13.99
1472,13.99
81100,13.97
4771611,13.89
25110,13.89
86905,13.87
46650,13.87
47770,13.86
47640,13.86
86109,13.83
60200,13.82
46852,13.82
42130,13.82
38213,13.82
26200,13.82
86902,13.81
46382,13.79
47714,13.78
10200,13.78
25530,13.77
46736,13.75
98100,13.72
47112,13.72
46779,13.71
11070,13.68
46735,13.67
26120,13.67
13929,13.67
91012,13.64
47400,13.64
41101,13.64
66110,13.63
74105,13.62
75000,13.6
47525,13.58
95250,13.54
56309,13.54
47785,13.54
46472,13.52
10711,13.51
82920,13.49
47241,13.49
86992,13.47
21209,13.47
47252,13.46
46510,13.44
10520,13.42
77394,13.41
28294,13.4
46411,13.39
74202,13.38
80300,13.37
45204,13.37
50100,13.35
47650,13.35
46712,13.35
68121,13.33
47740,13.33
86951,13.32
72190,13.32
66290,13.31
46739,13.31
46879,13.3
46836,13.3
52290,13.25
56101,13.23
46520,13.22
16100,13.22
68100,13.21
46835,13.2
58110,13.18
61200,13.17
46389,13.16
47716,13.15
32200,13.14
46140,13.11
47781,13.1
47632,13.1
16292,13.07
35210,13.06
46441,13.03
10890,13.02
1150,13.0
10920,12.99
23190,12.95
47741,12.94
66191,12.93
85531,12.92
77293,12.92
1620,12.92
46212,12.91
10391,12.89
72109,12.88
69101,12.88
47526,12.88
90023,12.87
47210,12.87
46839,12.87
68110,12.85
95290,12.83
11050,12.83
8920,12.83
43333,12.8
46214,12.77
93124,12.75
46473,12.75
52210,12.74
92000,12.73
47110,12.72
23690,12.72
14120,12.72
95314,12.71
46332,12.71
31020,12.71
46383,12.69
1610,12.69
27330,12.66
16110,12.65
1309,12.65
1640,12.63
56111,12.62
29201,12.62
90012,12.59
84250,12.59
86210,12.57
21100,12.57
15110,12.57
77291,12.55
64300,12.54
85532,12.52
46474,12.51
27401,12.48
23150,12.48
98200,12.47
1199,12.46
45202,12.45
23322,12.45
16282,12.45
47524,12.41
32124,12.39
77229,12.36
85429,12.34
46213,12.34
45193,12.34
10810,12.31
77299,12.3
47523,12.3
47430,12.3
38110,12.3
31002,12.3
1140,12.3
77223,12.26
90393,12.25
74300,12.25
43222,12.25
43320,12.23
77295,12.22
14230,12.22
64310,12.21
47260,12.2
1430,12.17
13921,12.14
46341,12.13
95110,12.09
46232,12.09
47111,12.07
14130,12.07
16230,12.05
90202,12.04
93129,12.03
43332,12.03
85409,12.02
77221,12.02
43999,12.02
23650,12.01
47784,12.0
38212,11.99
74301,11.98
46497,11.96
77292,11.94
47762,11.94
47115,11.94
49310,11.93
23660,11.92
77225,11.87
74201,11.86
1290,11.86
88994,11.84
43343,11.84
55203,11.78
25610,11.78
77391,11.76
64200,11.75
79901,11.73
41201,11.73
46180,11.72
46422,11.69
74111,11.67
59111,11.67
49390,11.67
95312,11.65
91041,11.65
64999,11.63
47786,11.62
47812,11.61
38120,11.61
1700,11.61
23440,11.6
47750,11.59
46150,11.59
1490,11.59
24200,11.58
1160,11.54
35140,11.53
71121,11.52
46471,11.52
30920,11.52
82190,11.51
14210,11.49
18200,11.48
81300,11.47
25510,11.47
55204,11.46
31010,11.45
20530,11.44
49420,11.42
47113,11.41
38321,11.4
86903,11.39
46130,11.39
45401,11.39
25710,11.38
47610,11.36
47594,11.36
47529,11.36
77222,11.35
17230,11.35
61300,11.34
47299,11.34
10392,11.33
46190,11.32
46170,11.3
18130,11.27
64210,11.26
58190,11.25
49200,11.25
47712,11.24
16220,11.23
73120,11.2
41102,11.2
91410,11.18
47890,11.18
10320,11.18
1630,11.17
20411,11.16
95100,11.15
88996,11.14
93130,11.13
71201,11.12
41001,11.12
77294,11.1
47713,11.1
1480,11.1
47711,11.08
55209,11.07
14191,11.07
61100,11.05
78200,11.04
66199,11.03
43211,11.02
31001,11.02
74874,11.01
86920,11.0
46730,11.0
30120,11.0
26600,10.97
72200,10.96
43990,10.96
30110,10.96
32122,10.95
43410,10.94
13910,10.93
47630,10.92
59114,10.88
43120,10.88
68122,10.87
56102,10.86
46424,10.84
71112,10.83
23130,10.83
11020,10.8
69102,10.78
73110,10.77
14291,10.76
47279,10.75
33160,10.67
35150,10.65
43341,10.64
77224,10.63
46890,10.6
43331,10.6
49320,10.59
46495,10.59
93127,10.58
47522,10.58
70220,10.57
85101,10.52
59203,10.5
32990,10.48
15120,10.45
46419,10.44
27200,10.44
47810,10.43
90011,10.39
16291,10.39
82200,10.34
85329,10.33
47527,10.32
20420,10.32
46871,10.3
46771,10.3
43221,10.29
96022,10.28
43310,10.28
42220,10.27
72110,10.26
56112,10.24
38329,10.23
59120,10.18
86996,10.16
56210,10.16
59130,10.15
70200,10.1
23310,10.09
3210,10.09
88109,10.07
58290,10.03
45205,10.03
38211,10.0
77393,9.99
82300,9.96
69109,9.95
11010,9.95
93125,9.93
68312,9.93
16281,9.89
43110,9.88
3120,9.88
39000,9.87
72101,9.85
87309,9.84
59112,9.84
47990,9.81
43910,9.79
68322,9.77
47519,9.77
47420,9.74
38310,9.74
63110,9.73
62010,9.73
90201,9.72
77210,9.72
47690,9.72
42120,9.72
79909,9.71
47715,9.71
77392,9.7
43390,9.7
33120,9.69
96220,9.66
86909,9.66
47787,9.66
71209,9.64
32123,9.64
43299,9.58
47788,9.54
79120,9.52
95315,9.51
78100,9.51
45203,9.51
42990,9.51
80200,9.47
47593,9.47
23420,9.45
11030,9.45
47513,9.43
45192,9.4
32400,9.38
90021,9.37
62090,9.36
47222,9.3
14240,9.29
95220,9.28
62100,9.27
1260,9.27
86995,9.26
81220,9.26
33110,9.23
2300,9.22
49330,9.21
63100,9.2
62020,9.2
88101,9.17
47511,9.17
96040,9.16
6200,9.16
85109,9.15
85592,9.13
70100,9.12
43291,9.11
43350,9.1
74112,9.09
47793,9.08
96091,9.06
88919,9.06
43240,9.06
47554,9.04
45209,9.03
86904,9.0
77400,9.0
47242,8.97
93299,8.95
47553,8.95
66300,8.94
61900,8.91
43130,8.91
82100,8.88
95313,8.86
47599,8.85
80090,8.82
62900,8.82
86963,8.77
1280,8.77
41203,8.76
74901,8.75
62200,8.75
14310,8.74
6100,8.73
1440,8.73
1230,8.73
10850,8.72
82110,8.7
10720,8.7
96230,8.61
43996,8.61
43993,8.59
43230,8.57
97000,8.55
93199,8.54
96095,8.48
95240,8.45
96991,8.42
86931,8.42
49100,8.41
77296,8.4
47559,8.4
95319,8.38
74140,8.37
33190,8.37
90391,8.36
14199,8.33
53200,8.3
90032,8.29
74991,8.29
11040,8.26
47251,8.23
43342,8.22
41003,8.21
43422,8.16
14140,8.16
43994,8.14
42212,8.14
31092,8.13
86906,8.11
77226,8.1
33200,8.1
43991,8.09
96995,8.07
70210,8.04
14220,8.03
71113,8.01
1270,8.0
53100,7.99
49110,7.99
90022,7.97
33170,7.95
13300,7.92
96099,7.91
85520,7.9
74101,7.9
14299,7.86
59113,7.85
45206,7.82
74104,7.77
85609,7.68
43421,7.68
73300,7.65
90029,7.64
42219,7.64
90120,7.61
82400,7.6
7210,7.6
96094,7.54
86940,7.54
74102,7.54
31099,7.54
81290,7.52
14390,7.5
78300,7.49
31009,7.48
59202,7.46
74209,7.4
59209,7.39
96999,7.38
32129,7.37
23410,7.33
86962,7.32
85593,7.31
74130,7.31
95120,7.26
85699,7.25
96093,7.18
90399,7.17
43223,7.16
82990,7.11
33130,7.11
90392,7.09
96994,7.07
32130,7.07
13990,7.06
95316,7.01
63910,7.01
43992,7.01
85599,6.99
74109,6.99
14100,6.97
90031,6.95
62030,6.95
42211,6.95
87109,6.93
93192,6.89
43995,6.89
85510,6.86
33140,6.8
81230,6.79
86907,6.76
96993,6.73
74909,6.73
81210,6.65
43212,6.61
63990,6.6
41202,6.53
63120,6.49
90111,6.48
23490,6.39
59201,6.36
74999,6.35
63920,6.22
41002,6.11
74103,6.08
23450,6.07
96092,5.88
58210,5.84
86965,5.79
47120,5.75
47910,5.71
74120,5.64
86932,5.61
96992,5.41
68329,5.24
35230,5.11
86994,4.75
85102,4.48
55400,4.42
47622,3.95
56120,3.89
95400,3.56
56400,3.48
43214,3.22
86970,3.14
10113,2.63
47813,2.45
91300,2.43
43500,2.41
30320,2.37
95320,2.33
86939,2.26
86961,2.18
86997,2.09
43213,2.09
64220,2.02
77510,1.98
43429,1.91
86999,1.74
85610,1.73
86952,1.66
43600,1.64
96400,1.6
47920,1.6
90130,1.54
35400,1.23
90112,1.22
86991,1.17
71119,0.9
74910,0.87
60390,0.81
16270,0.7
64320,0.65
86964,0.63
53300,0.62
86993,0.48
35160,0.48
49120,0.37
35240,0.37
49340,0.34
10119,0.32
3300,0.32
25520,0.3
77520,0.27
16260,0.26
33180,0.24
10112,0.24
16120,0.22
